fico,dt_first_pi,flag_fthb,dt_matr,cd_msa,mi_pct,cnt_units,occpy_sts,cltv,dti,orig_upb,ltv,orig_int_rt,channel,ppmt_pnlty,amrtzn_type,st,prop_type,zipcode,id_loan,loan_purpose,orig_loan_term,cnt_borr,seller_name,servicer_name,flag_sc,id_loan_preharp,ind_afdl,ind_harp,cd_ppty_val_type,flag_int_only
749,202003,N,205002,41620,12,1,P,85,36,206000,85,3.819,B,N,FRM,UT,PU,84100,F20Q10004864,N,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,H,,2,N
735,202003,N,205002,41620,30,1,P,95,38,286000,95,3.978,B,N,FRM,UT,SF,84100,F20Q10004865,N,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
711,202003,N,205002,22660,000,1,P,75,37,285000,75,3.803,B,N,FRM,CO,SF,80500,F20Q10004866,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
790,202002,N,205001,19740,30,1,P,95,40,404000,95,3.855,B,N,FRM,CO,PU,80000,F20Q10004867,N,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
803,202003,Y,205002,45300,000,1,P,75,33,206000,75,3.99,B,N,FRM,FL,CO,33600,F20Q10004868,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
694,202003,N,205002,40900,30,1,P,95,37,390000,95,3.875,B,N,FRM,CA,SF,95600,F20Q10004869,P,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
762,202003,N,204502,22660,000,1,P,75,42,302000,75,3.805,B,N,FRM,CO,SF,80500,F20Q10004870,N,300,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
770,202003,N,205002,33124,000,1,P,75,37,494000,75,3.799,B,N,FRM,FL,SF,33100,F20Q10004871,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
801,202003,N,205002,29820,000,1,P,80,42,359000,80,3.963,B,N,FRM,NV,PU,89100,F20Q10004872,P,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
825,202002,N,205001,19740,000,1,P,72,31,205000,72,3.822,B,N,FRM,CO,CO,80100,F20Q10004873,N,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
726,202003,N,205002,46520,000,1,P,80,34,460000,80,3.875,B,N,FRM,HI,CO,96700,F20Q10004874,C,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,2,N
716,202003,N,205002,45300,000,1,S,66,39,510000,66,4,B,N,FRM,FL,PU,33700,F20Q10004875,P,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
746,202003,N,205002,,000,1,S,77,46,325000,77,3.862,B,N,FRM,ID,SF,83400,F20Q10004876,P,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
775,202003,Y,205002,19740,30,1,P,95,34,382000,95,3.9,B,N,FRM,CO,PU,80000,F20Q10004877,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
725,202003,N,205002,46700,000,1,P,80,32,440000,80,3.875,B,N,FRM,CA,SF,95600,F20Q10004878,C,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,2,N
705,202003,Y,205002,16984,000,1,P,80,31,258000,80,3.875,B,N,FRM,IL,SF,60000,F20Q10004879,P,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
761,202003,Y,205002,38900,25,1,P,90,42,320000,90,3.875,B,N,FRM,OR,SF,97200,F20Q10004880,P,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
741,202003,N,205002,46060,000,1,P,79,28,359000,79,3.875,B,N,FRM,AZ,PU,85700,F20Q10004881,N,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,1,N
735,202003,N,205002,42220,000,1,P,70,32,510000,70,3.999,B,N,FRM,CA,SF,94900,F20Q10004882,C,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,2,N
781,202003,N,205002,38900,000,1,P,75,41,274000,75,3.875,B,N,FRM,OR,SF,97200,F20Q10004883,C,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
785,202003,N,205002,40900,25,1,P,88,43,510000,88,4,B,N,FRM,CA,PU,95800,F20Q10004884,P,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
706,202003,Y,205002,38060,000,1,P,80,23,265000,80,3.996,B,N,FRM,AZ,PU,85000,F20Q10004885,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,1,N
708,202003,N,205002,41180,000,1,P,80,45,267000,80,3.875,C,N,FRM,MO,PU,63000,F20Q10004886,N,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,2,N
790,202003,N,205002,27260,000,1,S,80,37,268000,80,3.875,C,N,FRM,FL,PU,32000,F20Q10004887,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
737,202003,Y,205002,35614,000,2,P,75,50,263000,75,3.875,C,N,FRM,NJ,SF,07500,F20Q10004888,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
796,202003,N,205002,12940,30,1,P,95,43,398000,95,3.875,C,N,FRM,LA,PU,70700,F20Q10004889,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,2,N
746,202003,N,205002,41180,000,1,P,80,39,330000,80,3.875,C,N,FRM,IL,PU,62200,F20Q10004890,C,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
735,202003,N,205002,21780,30,1,P,95,44,147000,95,4.375,R,N,FRM,KY,SF,42400,F20Q10004891,P,360,02,Other sellers,Other servicers,,,9,,2,N
780,202004,N,203503,38900,000,1,P,55,33,261000,55,3.125,R,N,FRM,OR,SF,97200,F20Q10004892,N,180,02,Other sellers,Other servicers,,,9,,1,N
789,202003,N,205002,24420,000,1,P,44,20,160000,44,3.75,R,N,FRM,OR,SF,97500,F20Q10004893,C,360,02,Other sellers,Other servicers,,,9,,2,N
745,202003,Y,204002,33460,000,1,P,80,41,219000,80,3.625,C,N,FRM,MN,SF,55300,F20Q10004894,P,240,02,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
803,202004,N,205003,38900,000,1,P,69,43,220000,69,3.75,R,N,FRM,OR,PU,97000,F20Q10004895,P,360,01,Other sellers,Other servicers,,,9,,1,N
780,202003,N,205002,27260,000,1,P,80,44,306000,80,3.75,C,N,FRM,FL,PU,32200,F20Q10004896,P,360,01,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
772,202003,N,205002,35380,30,1,P,95,26,299000,95,3.5,C,N,FRM,LA,SF,70100,F20Q10004897,P,360,01,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
803,202003,Y,205002,28020,25,1,P,90,24,162000,90,3.75,R,N,FRM,MI,SF,49000,F20Q10004898,P,360,01,Other sellers,Other servicers,,,9,,2,N
777,202004,N,203503,38340,000,1,P,39,10,335000,39,3.25,R,N,FRM,MA,SF,01200,F20Q10004899,N,180,01,Other sellers,Other servicers,,,9,,2,N
680,202004,N,205003,31084,000,1,P,80,42,408000,80,4.75,R,N,FRM,CA,PU,91700,F20Q10004900,C,360,02,Other sellers,Other servicers,,,9,,2,N
746,202004,N,204003,48300,000,1,P,39,38,252000,39,3.75,R,N,FRM,WA,SF,98800,F20Q10004901,C,240,02,Other sellers,Other servicers,,,9,,2,N
723,202003,N,205002,27500,25,1,P,97,31,141000,97,3.875,C,N,FRM,WI,SF,53500,F20Q10004902,P,360,01,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,H,,2,N
729,202003,N,205002,31140,000,1,P,74,36,103000,74,4.375,R,N,FRM,KY,SF,40200,F20Q10004903,C,360,01,Other sellers,Other servicers,,,9,,2,N
758,202003,N,205002,37900,30,1,P,95,42,333000,95,3.75,R,N,FRM,IL,SF,61500,F20Q10004904,P,360,02,Other sellers,Other servicers,,,9,,2,N
720,202003,N,205002,,12,1,P,82,20,163000,82,3.875,R,N,FRM,AR,SF,72800,F20Q10004905,N,360,02,Other sellers,Other servicers,,,9,,2,N
798,202003,Y,205002,35154,000,1,P,73,50,98000,73,3.875,R,N,FRM,NJ,CO,07700,F20Q10004906,P,360,01,Other sellers,Other servicers,,,9,,2,N
741,202003,N,205002,34900,25,1,P,90,50,603000,90,4.229,B,N,FRM,CA,SF,94500,F20Q10004907,P,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",Y,,9,,2,N
773,202003,N,205002,46540,000,4,I,75,26,124000,75,4.5,B,N,FRM,NY,SF,13400,F20Q10004908,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
752,202003,N,203002,11244,000,1,S,25,48,242000,25,3.125,B,N,FRM,CA,PU,92800,F20Q10004909,N,120,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
812,202003,N,203002,16740,000,1,P,32,41,100000,32,3.125,B,N,FRM,NC,PU,28000,F20Q10004910,N,120,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
716,202004,N,205003,38900,000,1,P,75,45,315000,68,4.25,R,N,FRM,OR,SF,97200,F20Q10004911,C,360,01,Other sellers,Other servicers,,,9,,2,N
776,202004,N,205003,38900,000,1,P,79,34,349000,79,4,R,N,FRM,OR,SF,97000,F20Q10004912,C,360,01,Other sellers,Other servicers,,,9,,2,N
784,202003,N,203502,46660,000,1,I,70,43,92000,70,3.875,C,N,FRM,GA,SF,31600,F20Q10004913,N,180,02,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
784,202003,N,205002,46660,000,1,P,80,31,108000,80,3.75,C,N,FRM,GA,SF,31600,F20Q10004914,P,360,02,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
677,202002,N,205001,18580,000,1,P,80,37,458000,80,4.875,R,N,FRM,TX,SF,78400,F20Q10004915,N,360,02,Other sellers,Other servicers,,,9,,2,N
798,202003,N,205002,,000,1,P,67,16,92000,67,4,R,N,FRM,MI,SF,49600,F20Q10004916,C,360,01,Other sellers,Other servicers,,,9,,2,N
648,202003,N,203502,,000,1,P,80,25,53000,80,3.75,R,N,FRM,IL,SF,62400,F20Q10004917,C,180,02,Other sellers,Other servicers,,,9,,2,N
762,202003,N,205002,12540,000,1,I,46,29,100000,46,4.375,R,N,FRM,CA,SF,93200,F20Q10004918,C,360,02,Other sellers,Other servicers,,,9,,2,N
696,202002,N,205001,16740,000,1,P,60,42,135000,60,4,B,N,FRM,SC,SF,29700,F20Q10004919,C,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
795,202003,Y,205002,20740,25,1,P,97,30,136000,97,4,B,N,FRM,WI,SF,54700,F20Q10004920,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,H,,2,N
717,202003,N,205002,48424,000,1,S,80,48,140000,80,4,B,N,FRM,FL,PU,33400,F20Q10004921,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
685,202003,Y,205002,21780,25,1,P,97,32,143000,97,4,B,N,FRM,IN,SF,47700,F20Q10004922,P,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,H,,2,N
745,202003,Y,205002,47664,25,1,P,90,32,128000,90,3.75,B,N,FRM,MI,SF,48000,F20Q10004923,P,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
724,202003,N,205002,41100,25,1,S,89,42,150000,89,4.25,B,N,FRM,UT,CO,84700,F20Q10004924,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
722,202003,N,205002,31140,30,1,P,95,39,139000,95,4.25,B,N,FRM,IN,SF,47100,F20Q10004925,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
722,202003,Y,205002,47894,000,1,P,75,30,131000,75,4.25,C,N,FRM,VA,CO,22000,F20Q10004926,P,360,04,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
756,202003,N,205002,17820,000,1,P,71,49,302000,71,3.75,B,N,FRM,CO,SF,80900,F20Q10004927,N,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
766,202003,N,205002,29820,25,1,P,90,45,246000,90,3.75,B,N,FRM,NV,PU,89100,F20Q10004928,N,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,2,N
755,202003,N,205002,41740,000,1,P,77,27,498000,77,3.75,B,N,FRM,CA,PU,92100,F20Q10004929,N,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
738,202003,N,205002,40140,000,2,P,69,45,341000,69,3.75,B,N,FRM,CA,SF,92300,F20Q10004930,C,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,2,N
738,202003,N,205002,36084,000,1,P,86,44,444000,79,3.75,B,N,FRM,CA,SF,94500,F20Q10004931,N,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
791,202003,Y,205002,25420,000,1,P,80,30,125000,80,3.99,C,N,FRM,PA,PU,17100,F20Q10004932,P,360,01,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
685,202004,N,205003,,000,1,P,77,43,80000,77,4,R,N,FRM,IL,SF,61900,F20Q10004933,P,360,01,Other sellers,Other servicers,,,9,,2,N
723,202003,N,205002,37100,000,1,P,80,31,504000,80,3.875,C,N,FRM,CA,SF,93000,F20Q10004934,P,360,01,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
796,202003,N,205002,41740,000,1,P,68,36,210000,68,3.304,B,N,FRM,CA,CO,92000,F20Q10004935,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
701,202003,N,205002,31084,000,1,P,80,45,478000,80,3.75,B,N,FRM,CA,SF,90700,F20Q10004936,C,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
731,202003,N,205002,33340,25,1,P,88,34,250000,88,3.25,B,N,FRM,WI,SF,53000,F20Q10004937,N,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
794,202003,N,205002,38060,000,1,P,79,27,237000,79,3.75,B,N,FRM,AZ,SF,85200,F20Q10004938,N,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
749,202003,N,205002,48424,25,1,P,90,40,219000,90,3.375,B,N,FRM,FL,PU,33400,F20Q10004939,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
808,202003,N,205002,19740,30,1,P,93,38,379000,93,3.75,B,N,FRM,CO,SF,80000,F20Q10004940,N,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
742,202003,N,205002,42644,000,1,P,80,46,391000,80,3.75,B,N,FRM,WA,SF,98000,F20Q10004941,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,1,N
800,202003,N,205002,41884,000,1,P,31,35,320000,31,3.25,B,N,FRM,CA,SF,94000,F20Q10004942,N,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
766,202003,N,205002,38060,000,1,P,80,30,290000,80,3.75,B,N,FRM,AZ,SF,85000,F20Q10004943,C,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
730,202003,Y,205002,40060,000,1,P,80,20,280000,80,3.75,B,N,FRM,VA,PU,23200,F20Q10004944,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
763,202003,Y,205002,,000,1,P,80,43,290000,80,3.75,B,N,FRM,CO,SF,81300,F20Q10004945,P,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,2,N
808,202002,N,205001,14500,000,1,P,51,46,506000,51,3.75,B,N,FRM,CO,SF,80300,F20Q10004946,N,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,1,N
802,202003,N,205002,40900,000,1,P,80,31,504000,80,3.75,B,N,FRM,CA,SF,95700,F20Q10004947,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,2,N
682,202003,N,205002,46220,30,1,P,95,44,356000,95,3.75,B,N,FRM,AL,PU,35400,F20Q10004948,P,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
762,202003,N,205002,45300,000,1,P,71,20,300000,71,3.75,B,N,FRM,FL,PU,34600,F20Q10004949,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
792,202003,Y,205002,40140,12,1,P,85,34,451000,85,3.725,B,N,FRM,CA,PU,91700,F20Q10004950,P,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
775,202003,N,205002,48424,25,1,P,90,49,276000,90,3.75,B,N,FRM,FL,PU,33400,F20Q10004951,N,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
787,202003,N,205002,14454,000,1,P,46,9,250000,46,3.75,B,N,FRM,MA,CO,02000,F20Q10004952,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
755,202003,N,205002,41940,000,1,P,58,32,388000,58,3.375,B,N,FRM,CA,SF,95000,F20Q10004953,C,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,2,N
702,202003,Y,205002,19124,000,1,P,80,44,215000,80,3.75,B,N,FRM,TX,PU,75000,F20Q10004954,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
798,202003,Y,205002,31084,30,1,P,95,31,375000,95,3.75,B,N,FRM,CA,SF,90000,F20Q10004955,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
776,202003,N,205002,40900,000,1,S,70,27,210000,70,3.75,B,N,FRM,CA,SF,95800,F20Q10004956,N,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,1,N
684,202003,N,205002,23420,25,1,P,90,40,362000,90,3.75,B,N,FRM,CA,SF,93700,F20Q10004957,N,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,2,N
755,202003,N,205002,36084,000,1,P,37,43,201000,37,3.75,B,N,FRM,CA,SF,94500,F20Q10004958,N,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,1,N
723,202003,N,205002,39340,000,1,P,74,40,215000,74,3.75,B,N,FRM,UT,SF,84600,F20Q10004959,P,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
800,202003,N,205002,19124,000,1,P,80,46,234000,80,3.75,B,N,FRM,TX,PU,75000,F20Q10004960,N,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
786,202003,Y,205002,38900,000,1,P,80,14,470000,80,3.749,B,N,FRM,OR,SF,97000,F20Q10004961,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
772,202002,N,205001,19740,000,1,P,60,25,235000,60,3.75,B,N,FRM,CO,SF,80200,F20Q10004962,N,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
733,202003,N,205002,39340,000,1,P,64,15,410000,64,3.75,B,N,FRM,UT,PU,84000,F20Q10004963,N,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,1,N
761,202003,N,205002,24540,25,1,S,90,33,224000,90,3.75,B,N,FRM,CO,PU,80600,F20Q10004964,P,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
769,202003,N,205002,47894,000,1,P,66,39,270000,66,3.75,B,N,FRM,VA,PU,20100,F20Q10004965,P,360,04,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
788,202003,N,205002,40900,000,1,P,80,35,392000,80,3.75,B,N,FRM,CA,PU,95700,F20Q10004966,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED SHORE FINANCIAL SERVICES, LLC",,,9,,1,N
777,202002,Y,205001,38060,30,1,P,95,37,347000,95,3.75,B,N,FRM,AZ,SF,85000,F20Q10004967,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
804,202003,N,205002,42680,000,1,S,72,36,250000,72,3.75,C,N,FRM,FL,SF,32900,F20Q10004968,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
705,202003,Y,205002,19660,30,1,P,95,38,252000,95,3.74,C,N,FRM,FL,SF,32100,F20Q10004969,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
754,202003,N,205002,38060,30,1,P,95,39,496000,95,3.75,C,N,FRM,AZ,SF,85000,F20Q10004970,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
716,202003,N,204002,,000,1,S,45,37,244000,45,3.625,R,N,FRM,ID,SF,83600,F20Q10004971,N,240,02,Other sellers,Other servicers,,,9,,2,N
719,202003,N,205002,29460,12,1,P,85,38,221000,85,4.125,C,N,FRM,FL,PU,33800,F20Q10004972,P,360,02,TRUIST BANK,TRUIST BANK,,,9,,2,N
796,202003,Y,205002,29404,000,1,P,57,21,168000,57,3.75,B,N,FRM,IL,SF,60000,F20Q10004973,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
773,202002,Y,205001,38300,12,1,P,85,34,174000,85,3.75,B,N,FRM,PA,SF,16000,F20Q10004974,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,H,,2,N
701,202003,Y,205002,12580,25,1,P,95,44,166000,95,4.25,B,N,FRM,MD,SF,21200,F20Q10004975,P,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,H,,2,N
734,202003,Y,205002,16984,25,1,P,96,45,175000,96,4.25,B,N,FRM,IL,PU,60100,F20Q10004976,P,360,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,H,,2,N
792,202003,N,205002,35840,000,1,S,80,30,166000,80,4.182,B,N,FRM,FL,SF,34200,F20Q10004977,N,360,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
808,202003,N,203002,31084,000,1,I,31,29,159000,31,3.5,B,N,FRM,CA,SF,90700,F20Q10004978,N,120,01,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
726,202003,Y,203002,36084,000,1,P,32,18,235000,32,3.75,B,N,FRM,CA,CO,94600,F20Q10004979,P,120,02,"UNITED SHORE FINANCIAL SERVICES, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
783,202003,N,205002,44180,30,1,P,95,42,223000,95,3.75,R,N,FRM,MO,SF,65700,F20Q10004980,P,360,01,Other sellers,Other servicers,,,9,,2,N
772,202003,N,203502,15940,000,1,P,69,47,175000,69,3.275,R,N,FRM,OH,SF,44700,F20Q10004981,N,180,01,Other sellers,Other servicers,,,9,,2,N
763,202003,N,205002,17460,000,1,I,80,40,120000,80,5.125,C,N,FRM,OH,SF,44000,F20Q10004982,P,360,01,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
768,202003,N,205002,17460,000,1,P,70,21,322000,70,3.9,R,N,FRM,OH,SF,44100,F20Q10004983,P,360,01,Other sellers,Other servicers,,,9,,2,N
768,202004,N,205003,40420,000,1,P,38,17,50000,38,3.25,R,N,FRM,IL,SF,61100,F20Q10004984,N,360,02,Other sellers,Other servicers,,,9,,1,N
