fico,dt_first_pi,flag_fthb,dt_matr,cd_msa,mi_pct,cnt_units,occpy_sts,cltv,dti,orig_upb,ltv,orig_int_rt,channel,ppmt_pnlty,amrtzn_type,st,prop_type,zipcode,id_loan,loan_purpose,orig_loan_term,cnt_borr,seller_name,servicer_name,flag_sc,id_loan_preharp,ind_afdl,ind_harp,cd_ppty_val_type,flag_int_only
691,202003,N,204002,,000,1,P,67,48,219000,67,4.25,R,N,FRM,WA,MH,98200,F20Q10000543,N,240,02,Other sellers,Other servicers,,,9,,2,N
780,202003,N,203502,30460,000,1,P,46,12,425000,46,3.25,R,N,FRM,KY,PU,40300,F20Q10000544,N,180,02,Other sellers,Other servicers,,,9,,2,N
755,202003,N,203502,,000,1,P,72,32,216000,72,3.125,R,N,FRM,MT,SF,59900,F20Q10000545,N,180,03,Other sellers,Other servicers,,,9,,1,N
781,202003,N,205002,15940,25,1,P,89,26,159000,89,3.75,R,N,FRM,OH,SF,44600,F20Q10000546,N,360,01,Other sellers,Other servicers,,,9,,2,N
653,202003,N,205002,,30,1,P,95,40,278000,95,4,R,N,FRM,ND,SF,58700,F20Q10000547,P,360,02,Other sellers,Other servicers,,,9,,2,N
782,202003,N,205002,21140,30,1,P,95,31,414000,95,3.75,R,N,FRM,IN,SF,46500,F20Q10000548,P,360,02,Other sellers,Other servicers,,,9,,2,N
812,202003,N,203502,,000,1,P,52,26,91000,52,3.125,R,N,FRM,SC,SF,29300,F20Q10000549,N,180,02,Other sellers,Other servicers,,,9,,2,N
755,202003,N,203502,,000,1,P,80,19,320000,80,3.375,R,N,FRM,MT,SF,59900,F20Q10000550,C,180,02,Other sellers,Other servicers,,,9,,2,N
801,202003,N,204002,45060,000,1,P,19,7,50000,19,3.5,R,N,FRM,NY,CO,13200,F20Q10000551,P,240,01,Other sellers,Other servicers,,,9,,2,N
800,202003,N,205002,16860,000,1,P,75,39,484000,75,3.75,R,N,FRM,TN,SF,37300,F20Q10000552,P,360,01,Other sellers,PHH MORTGAGE CORPORATION,,,9,,2,N
806,202003,N,205002,48700,000,1,P,80,31,144000,80,3.625,R,N,FRM,PA,SF,17700,F20Q10000553,P,360,02,Other sellers,"PNC BANK, NA",,,9,,2,N
738,202002,N,205001,40420,000,1,I,60,32,295000,60,4.75,R,N,FRM,IL,SF,61000,F20Q10000554,C,360,02,Other sellers,Other servicers,,,9,,2,N
656,202003,N,205002,38900,000,1,P,60,44,327000,60,3.875,R,N,FRM,OR,PU,97200,F20Q10000555,C,360,01,Other sellers,Other servicers,,,9,,2,N
746,202003,N,203502,,12,1,P,90,23,212000,90,2.875,R,N,FRM,MN,SF,56700,F20Q10000556,N,180,02,Other sellers,Other servicers,,,9,,2,N
710,202003,N,203502,37900,000,1,P,52,22,185000,52,3.5,R,N,FRM,IL,SF,61500,F20Q10000557,C,180,02,Other sellers,Other servicers,,,9,,2,N
784,202003,N,205002,,30,1,P,95,31,152000,95,3.875,R,N,FRM,VA,SF,22400,F20Q10000558,P,360,01,Other sellers,Other servicers,,,9,,2,N
764,202003,N,203502,,000,1,P,51,45,232000,51,2.75,R,N,FRM,MN,SF,56500,F20Q10000559,N,180,02,Other sellers,Other servicers,,,9,,2,N
809,202003,Y,203502,36100,000,1,P,63,32,135000,63,3.25,R,N,FRM,FL,PU,34400,F20Q10000560,P,180,01,Other sellers,"PNC BANK, NA",,,9,,2,N
816,202002,N,205001,,000,1,P,25,25,55000,25,3.75,R,N,FRM,MI,SF,49200,F20Q10000561,N,360,01,Other sellers,Other servicers,,,9,,2,N
675,202003,N,203502,,25,1,P,95,39,190000,95,3,R,N,FRM,NE,SF,68800,F20Q10000562,P,180,01,Other sellers,Other servicers,,,9,,2,N
663,202002,N,204704,45780,12,1,I,85,16,61000,85,6.125,R,N,FRM,OH,SF,43500,F20Q10000563,N,327,02,Other sellers,Other servicers,,,9,,2,N
718,202003,Y,203502,,000,1,P,80,31,218000,80,3,R,N,FRM,ND,SF,58000,F20Q10000564,P,180,02,Other sellers,Other servicers,,,9,,2,N
778,202004,N,205003,24020,000,1,P,70,32,155000,70,3.75,R,N,FRM,NY,SF,12800,F20Q10000565,C,360,01,Other sellers,Other servicers,,,9,,2,N
651,202004,N,204003,16740,000,1,P,67,25,115000,67,4.375,R,N,FRM,NC,SF,28200,F20Q10000566,C,240,02,Other sellers,Other servicers,,,9,,2,N
757,202003,Y,205002,41180,000,1,P,80,35,96000,80,3.75,R,N,FRM,IL,PU,62200,F20Q10000567,P,360,01,Other sellers,Other servicers,,,9,,2,N
757,202003,Y,205002,,25,1,P,97,35,94000,97,3.875,R,N,FRM,MI,SF,49800,F20Q10000568,P,360,01,Other sellers,Other servicers,,,H,,2,N
792,202003,N,203502,38340,000,1,P,53,16,220000,53,3.375,R,N,FRM,MA,SF,01200,F20Q10000569,C,180,02,Other sellers,Other servicers,,,9,,2,N
820,202004,N,203503,34940,000,1,P,84,33,347000,79,3.5,R,N,FRM,FL,SF,34100,F20Q10000570,N,180,02,Other sellers,Other servicers,,,9,,2,N
714,202003,N,205002,,000,1,P,55,24,79000,55,4,R,N,FRM,OH,MH,44600,F20Q10000571,N,360,01,Other sellers,Other servicers,,,9,,2,N
786,202003,Y,205002,36540,30,1,P,95,39,217000,95,3.625,R,N,FRM,NE,SF,68000,F20Q10000572,P,360,01,Other sellers,Other servicers,,,9,,2,N
794,202003,N,205002,49660,12,1,P,83,25,168000,83,3.75,R,N,FRM,OH,SF,44400,F20Q10000573,N,360,01,Other sellers,PHH MORTGAGE CORPORATION,,,9,,2,N
698,202003,N,203502,47664,000,1,P,30,37,55000,30,3.5,R,N,FRM,MI,SF,48000,F20Q10000574,C,180,02,Other sellers,"PNC BANK, NA",,,9,,2,N
790,202004,N,205003,20740,000,1,P,80,46,260000,80,3.75,R,N,FRM,WI,SF,54700,F20Q10000575,C,360,01,Other sellers,Other servicers,,,9,,2,N
785,202003,Y,205002,,000,1,P,80,29,105000,80,3.75,R,N,FRM,GA,SF,31700,F20Q10000576,P,360,01,Other sellers,Other servicers,,,9,,2,N
712,202003,Y,205002,19780,000,1,P,80,39,243000,80,3.75,R,N,FRM,IA,SF,50100,F20Q10000577,P,360,02,Other sellers,Other servicers,,,9,,2,N
723,202003,N,205002,12060,000,1,P,79,29,292000,79,3.75,R,N,FRM,GA,PU,30300,F20Q10000578,N,360,01,Other sellers,Other servicers,,,9,,2,N
757,202003,N,204002,25860,000,1,P,45,23,136000,45,3.5,R,N,FRM,NC,PU,28600,F20Q10000579,N,240,01,Other sellers,Other servicers,,,9,,2,N
708,202003,N,204002,34980,6,1,P,84,37,335000,84,3.875,R,N,FRM,TN,PU,37100,F20Q10000580,N,240,02,Other sellers,"PNC BANK, NA",,,9,,2,N
783,202003,N,205002,,000,1,P,63,29,170000,60,4,R,N,FRM,KY,SF,42100,F20Q10000581,C,360,02,Other sellers,Other servicers,,,9,,2,N
764,202003,N,203502,38900,000,1,P,51,49,128000,51,3.125,R,N,FRM,OR,SF,97100,F20Q10000582,N,180,01,Other sellers,Other servicers,,,9,,1,N
794,202003,N,203502,48900,000,1,P,73,29,160000,73,3.25,R,N,FRM,NC,CO,28400,F20Q10000583,N,180,01,Other sellers,Other servicers,,,9,,2,N
771,202003,N,204002,48900,000,1,P,43,39,267000,43,3.5,R,N,FRM,NC,SF,28400,F20Q10000584,N,240,02,Other sellers,Other servicers,,,9,,2,N
710,202004,N,205003,38900,000,1,P,57,43,285000,57,3.75,R,N,FRM,OR,SF,97200,F20Q10000585,C,360,01,Other sellers,Other servicers,,,9,,2,N
803,202003,N,203502,34980,000,1,P,60,39,293000,60,3.375,R,N,FRM,TN,PU,37200,F20Q10000586,N,180,01,Other sellers,PHH MORTGAGE CORPORATION,,,9,,2,N
775,202003,Y,205002,16984,30,1,P,95,24,278000,95,3.75,R,N,FRM,IL,CO,60600,F20Q10000587,P,360,01,Other sellers,Other servicers,,,9,,2,N
757,202003,N,204002,38860,000,1,P,75,20,189000,75,3.75,R,N,FRM,ME,SF,04500,F20Q10000588,N,240,01,Other sellers,Other servicers,,,9,,2,N
790,202003,N,204002,16060,6,1,P,84,23,78000,84,3.5,R,N,FRM,IL,SF,62900,F20Q10000589,P,240,01,Other sellers,Other servicers,,,9,,2,N
771,202003,N,203502,19500,000,1,P,56,26,107000,56,3,R,N,FRM,IL,SF,62500,F20Q10000590,C,180,01,Other sellers,Other servicers,,,9,,2,N
792,202003,Y,205002,36980,000,1,P,80,17,116000,80,3.75,R,N,FRM,KY,SF,42300,F20Q10000591,P,360,01,Other sellers,Other servicers,,,9,,2,N
719,202003,N,205002,41180,000,1,P,73,26,253000,73,3.875,R,N,FRM,MO,SF,63300,F20Q10000592,N,360,02,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
660,202004,N,203503,43900,000,1,P,48,41,100000,48,3.5,R,N,FRM,SC,SF,29300,F20Q10000593,C,180,01,Other sellers,Other servicers,,,9,,2,N
781,202003,N,205002,,000,1,P,80,44,312000,80,3.625,R,N,FRM,CO,SF,81200,F20Q10000594,C,360,02,Other sellers,PHH MORTGAGE CORPORATION,,,9,,2,N
809,202003,N,205002,37900,000,1,P,80,11,48000,80,4,R,N,FRM,IL,CO,61600,F20Q10000595,P,360,01,Other sellers,Other servicers,,,9,,2,N
658,202003,N,205002,,000,1,P,45,45,113000,45,3.75,R,N,FRM,MO,MH,65700,F20Q10000596,N,360,02,Other sellers,"PNC BANK, NA",,,9,,2,N
741,202003,Y,205002,38900,30,1,P,95,37,404000,95,3.75,R,N,FRM,OR,SF,97200,F20Q10000597,P,360,01,Other sellers,Other servicers,,,9,,2,N
683,202003,N,203502,10580,000,1,I,80,40,100000,80,3.069,R,N,FRM,NY,SF,12300,F20Q10000598,P,180,02,Other sellers,Other servicers,,,9,,2,N
770,202003,N,203502,24260,000,1,P,53,23,135000,53,3.25,R,N,FRM,NE,SF,68800,F20Q10000599,C,180,02,Other sellers,Other servicers,,,9,,2,N
648,202003,Y,205002,39300,30,1,P,95,45,266000,95,4.375,R,N,FRM,RI,SF,02900,F20Q10000600,P,360,02,Other sellers,Other servicers,,,9,,2,N
797,202003,N,205002,,30,1,P,95,44,247000,95,3.75,R,N,FRM,OH,SF,45600,F20Q10000601,P,360,01,Other sellers,Other servicers,,,9,,2,N
751,202003,N,205002,,000,1,P,74,33,356000,74,3.625,R,N,FRM,OK,SF,73400,F20Q10000602,N,360,02,Other sellers,Other servicers,,,9,,2,N
778,202003,N,205002,38900,000,1,P,74,43,375000,74,3.75,R,N,FRM,OR,SF,97200,F20Q10000603,N,360,01,Other sellers,Other servicers,,,9,,1,N
740,202003,Y,205002,35660,25,1,P,97,29,65000,97,3.75,R,N,FRM,MI,SF,49000,F20Q10000604,P,360,01,Other sellers,Other servicers,,,H,,2,N
808,202003,N,205002,38900,30,1,P,95,33,437000,95,3.75,R,N,FRM,OR,SF,97200,F20Q10000605,N,360,02,Other sellers,Other servicers,,,9,,2,N
727,202003,N,205002,,30,1,P,95,46,314000,95,3.75,R,N,FRM,NH,SF,03500,F20Q10000606,N,360,03,Other sellers,Other servicers,,,9,,2,N
762,202003,N,205002,38900,000,1,P,75,40,270000,75,3.875,R,N,FRM,OR,SF,97200,F20Q10000607,C,360,01,Other sellers,Other servicers,,,9,,2,N
685,202003,N,204002,,000,1,P,79,41,90000,79,4,R,N,FRM,ND,SF,58700,F20Q10000608,C,240,01,Other sellers,Other servicers,,,9,,2,N
809,202003,N,203502,30460,000,1,P,80,33,223000,80,3.25,R,N,FRM,KY,SF,40300,F20Q10000609,N,180,02,Other sellers,Other servicers,,,9,,1,N
798,202003,N,205002,38860,000,1,P,60,17,177000,60,3.875,R,N,FRM,ME,SF,04000,F20Q10000610,C,360,02,Other sellers,Other servicers,,,9,,2,N
754,202003,N,205002,38900,000,1,P,75,24,278000,75,3.875,R,N,FRM,OR,SF,97200,F20Q10000611,C,360,01,Other sellers,Other servicers,,,9,,2,N
786,202003,N,205002,29940,000,1,P,80,46,335000,80,3.75,R,N,FRM,KS,SF,66000,F20Q10000612,N,360,02,Other sellers,Other servicers,,,9,,2,N
693,202003,N,205002,30700,000,1,P,50,28,170000,50,3.75,B,N,FRM,NE,SF,68500,F20Q10000613,N,360,01,Other sellers,Other servicers,,,9,,1,N
780,202003,Y,205002,21300,30,1,P,95,27,152000,95,3.75,R,N,FRM,NY,SF,14800,F20Q10000614,P,360,01,Other sellers,Other servicers,,,9,,2,N
741,202003,N,205002,42700,000,1,S,80,19,172000,80,3.75,R,N,FRM,FL,PU,33800,F20Q10000615,P,360,01,Other sellers,Other servicers,,,9,,2,N
761,202002,N,205001,16984,000,1,P,80,22,240000,80,3.875,R,N,FRM,IL,SF,60300,F20Q10000616,P,360,01,Other sellers,Other servicers,,,9,,2,N
794,202003,N,204502,22020,000,1,P,65,26,182000,65,3.5,R,N,FRM,MN,SF,56500,F20Q10000617,N,300,02,Other sellers,Other servicers,,,9,,2,N
813,202003,N,203502,,000,1,I,80,32,32000,80,3.25,R,N,FRM,NY,SF,14800,F20Q10000618,P,180,02,Other sellers,Other servicers,,,9,,2,N
771,202004,N,203503,15540,000,1,P,72,13,393000,72,3.125,R,N,FRM,VT,SF,05400,F20Q10000619,P,180,01,Other sellers,Other servicers,,,9,,2,N
766,202003,N,205002,,30,1,P,95,35,569000,95,3.75,R,N,FRM,AK,SF,99800,F20Q10000620,P,360,02,Other sellers,Other servicers,,,9,,2,N
724,202003,N,205002,,000,1,P,55,40,95000,55,3.75,R,N,FRM,NY,SF,12700,F20Q10000621,C,360,02,Other sellers,Other servicers,,,9,,2,N
795,202003,N,205002,23844,000,1,I,80,41,28000,80,5.5,R,N,FRM,IN,SF,46400,F20Q10000622,P,360,01,Other sellers,Other servicers,,,9,,2,N
748,202003,N,203502,,000,1,P,80,16,140000,80,3.75,R,N,FRM,TX,SF,75500,F20Q10000623,C,180,02,Other sellers,Other servicers,,,9,,2,N
776,202003,N,203502,,000,1,P,68,20,163000,68,2.875,R,N,FRM,ND,SF,58600,F20Q10000624,N,180,01,Other sellers,Other servicers,,,9,,2,N
781,202003,N,203502,,000,1,P,32,26,63000,32,3.75,C,N,FRM,MO,MH,63600,F20Q10000625,C,180,02,Other sellers,"PNC BANK, NA",,,9,,2,N
778,202003,N,205002,,000,1,P,68,23,164000,68,3.75,R,N,FRM,OK,SF,74800,F20Q10000626,C,360,02,Other sellers,U.S. BANK N.A.,,,9,,2,N
682,202003,N,203502,24340,000,1,P,80,33,142000,80,3.875,R,N,FRM,MI,SF,49300,F20Q10000627,C,180,02,Other sellers,Other servicers,,,9,,2,N
762,202003,N,205002,36980,000,1,P,78,38,233000,78,3.625,R,N,FRM,KY,SF,42300,F20Q10000628,N,360,02,Other sellers,Other servicers,,,9,,2,N
729,202003,N,205002,,12,1,S,85,28,51000,85,3.75,R,N,FRM,MI,CO,48400,F20Q10000629,P,360,02,Other sellers,"PNC BANK, NA",,,9,,2,N
807,202003,N,205002,,000,1,P,74,43,270000,74,4.25,R,N,FRM,CA,SF,96000,F20Q10000630,C,360,01,Other sellers,Other servicers,,,9,,2,N
774,202003,N,205002,21780,000,1,P,80,44,252000,80,3.875,R,N,FRM,IN,SF,47600,F20Q10000631,P,360,02,Other sellers,Other servicers,,,9,,2,N
768,202003,N,203502,20260,000,1,P,48,19,125000,48,3,R,N,FRM,WI,SF,54800,F20Q10000632,C,180,02,Other sellers,Other servicers,,,9,,2,N
730,202003,N,204002,,000,1,P,62,18,93000,62,3.5,R,N,FRM,NY,SF,14800,F20Q10000633,N,240,02,Other sellers,Other servicers,,,9,,2,N
802,202003,N,205002,23844,000,1,P,67,40,120000,67,3.875,R,N,FRM,IN,PU,46400,F20Q10000634,P,360,01,Other sellers,"PNC BANK, NA",,,9,,2,N
753,202004,Y,205003,46540,000,1,P,58,41,165000,58,3.75,R,N,FRM,NY,SF,13400,F20Q10000635,P,360,02,Other sellers,Other servicers,,,9,,2,N
799,202004,N,205003,19780,000,1,P,79,37,172000,79,3.75,R,N,FRM,IA,SF,50000,F20Q10000636,N,360,02,Other sellers,Other servicers,,,9,,1,N
808,202003,N,205001,16060,000,1,P,72,14,125000,72,3.875,R,N,FRM,IL,SF,62900,F20Q10000637,N,359,02,Other sellers,Other servicers,,,9,,2,N
765,202003,N,205002,,000,1,P,69,37,141000,69,4,R,N,FRM,KY,SF,42100,F20Q10000638,N,360,02,Other sellers,Other servicers,,,9,,2,N
798,202003,N,203502,15940,000,1,P,44,35,88000,44,3,R,N,FRM,OH,SF,44600,F20Q10000639,N,180,01,Other sellers,Other servicers,,,9,,2,N
746,202003,N,204002,33460,000,1,P,68,24,192000,68,3.5,R,N,FRM,MN,SF,55100,F20Q10000640,C,240,02,Other sellers,Other servicers,,,9,,2,N
768,202003,N,204002,46060,000,1,P,70,11,280000,70,3.625,C,N,FRM,AZ,SF,85700,F20Q10000641,N,240,02,Other sellers,Other servicers,,,9,,1,N
803,202003,N,205002,,25,1,S,90,31,405000,90,3.75,R,N,FRM,OR,SF,97100,F20Q10000642,P,360,01,Other sellers,Other servicers,,,9,,2,N
789,202003,Y,205002,19780,30,1,P,94,20,221000,94,3.75,R,N,FRM,IA,SF,50200,F20Q10000643,P,360,02,Other sellers,Other servicers,,,9,,2,N
740,202003,N,205002,19430,000,1,P,54,43,330000,54,4.125,R,N,FRM,OH,SF,45300,F20Q10000644,N,360,01,Other sellers,Other servicers,,,9,,2,N
793,202003,N,205002,38900,000,1,P,63,18,348000,63,3.75,R,N,FRM,OR,SF,97200,F20Q10000645,C,360,02,Other sellers,Other servicers,,,9,,2,N
804,202003,N,205002,47664,000,1,P,37,41,354000,37,3.75,R,N,FRM,MI,SF,48000,F20Q10000646,N,360,02,Other sellers,PHH MORTGAGE CORPORATION,,,9,,2,N
795,202003,Y,205002,24340,30,1,P,95,48,304000,95,3.75,R,N,FRM,MI,SF,49400,F20Q10000647,P,360,01,Other sellers,Other servicers,,,9,,2,N
739,202003,N,205002,,30,1,P,95,28,176000,95,3.75,R,N,FRM,IL,SF,61900,F20Q10000648,P,360,02,Other sellers,Other servicers,,,9,,2,N
812,202003,N,203502,49420,000,1,P,34,39,50000,34,3.375,R,N,FRM,WA,SF,98900,F20Q10000649,N,180,01,Other sellers,Other servicers,,,9,,2,N
780,202003,N,205002,,000,1,P,80,36,108000,80,3.75,R,N,FRM,IL,SF,62800,F20Q10000650,P,360,02,Other sellers,Other servicers,,,9,,2,N
722,202003,N,203502,,000,1,P,51,26,51000,51,3,R,N,FRM,MN,SF,56600,F20Q10000651,N,180,02,Other sellers,Other servicers,,,9,,2,N
789,202003,N,205002,,000,1,P,75,25,276000,75,3.625,R,N,FRM,PA,SF,17700,F20Q10000652,N,360,02,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
713,202003,Y,205002,,30,1,P,95,35,59000,95,4.25,R,N,FRM,MO,SF,65700,F20Q10000653,P,360,01,Other sellers,Other servicers,,,9,,2,N
710,202003,N,205002,38900,000,1,P,60,38,449000,60,3.75,R,N,FRM,OR,SF,97000,F20Q10000654,N,360,02,Other sellers,Other servicers,,,9,,1,N
806,202003,N,205002,,25,1,P,90,39,171000,90,3.625,R,N,FRM,WI,SF,54600,F20Q10000655,P,360,01,Other sellers,Other servicers,,,9,,2,N
775,202003,N,203502,,000,1,P,56,15,36000,56,3.625,R,N,FRM,MO,SF,65600,F20Q10000656,N,180,01,Other sellers,Other servicers,,,9,,2,N
747,202003,N,204002,,000,1,I,56,43,35000,56,4.125,R,N,FRM,IL,SF,62400,F20Q10000657,N,240,02,Other sellers,Other servicers,,,9,,2,N
780,202003,N,203002,,000,1,P,53,28,52000,53,3.375,R,N,FRM,KS,SF,67800,F20Q10000658,C,120,01,Other sellers,Other servicers,,,9,,2,N
752,202003,N,205002,30700,30,1,P,95,38,338000,95,3.75,B,N,FRM,NE,PU,68500,F20Q10000659,P,360,02,Other sellers,Other servicers,,,9,,2,N
751,202003,N,205002,41180,000,1,P,68,33,227000,68,3.75,R,N,FRM,MO,SF,63300,F20Q10000660,N,360,02,Other sellers,Other servicers,,,9,,2,N
805,202003,N,205002,39300,000,1,P,80,24,180000,80,3.75,R,N,FRM,RI,SF,02800,F20Q10000661,N,360,01,Other sellers,Other servicers,,,9,,2,N
713,202003,N,203502,,000,1,P,39,44,165000,39,3,R,N,FRM,MT,SF,59900,F20Q10000662,C,180,02,Other sellers,Other servicers,,,9,,2,N
760,202003,N,203502,20740,000,1,P,53,23,201000,53,3,R,N,FRM,WI,SF,54700,F20Q10000663,C,180,02,Other sellers,Other servicers,,,9,,2,N
764,202003,N,205002,,000,1,P,66,16,222000,66,3.75,R,N,FRM,WI,SF,54500,F20Q10000664,N,360,02,Other sellers,Other servicers,,,9,,2,N
807,202003,N,204002,35980,000,1,P,75,20,167000,75,3.719,R,N,FRM,CT,SF,06300,F20Q10000665,C,240,01,Other sellers,Other servicers,,,9,,2,N
777,202004,N,203503,36980,000,1,P,46,15,228000,46,3.125,R,N,FRM,KY,SF,42300,F20Q10000666,N,180,02,Other sellers,Other servicers,,,9,,1,N
694,202003,Y,205002,16060,000,1,P,66,27,155000,66,3.75,R,N,FRM,IL,SF,62900,F20Q10000667,P,360,02,Other sellers,FREEDOM MORTGAGE CORPORATION,,,9,,2,N
782,202003,N,205002,,000,1,P,59,14,70000,59,3.75,R,N,FRM,ME,SF,04800,F20Q10000668,P,360,01,Other sellers,Other servicers,,,9,,2,N
730,202003,N,205002,39300,000,1,P,79,22,394000,79,3.75,R,N,FRM,MA,SF,02700,F20Q10000669,N,360,02,Other sellers,Other servicers,,,9,,2,N
683,202003,N,205002,,000,1,P,73,28,98000,73,3.75,R,N,FRM,MI,SF,49800,F20Q10000670,N,360,02,Other sellers,"PNC BANK, NA",,,9,,2,N
809,202003,N,205002,30700,000,1,P,41,35,102000,41,3.75,B,N,FRM,NE,PU,68500,F20Q10000671,N,360,02,Other sellers,Other servicers,,,9,,1,N
769,202003,N,205002,,30,1,P,92,50,189000,92,3.75,R,N,FRM,NY,SF,14800,F20Q10000672,N,360,01,Other sellers,Other servicers,,,9,,2,N
665,202003,N,203502,,25,1,P,95,30,115000,95,3.125,R,N,FRM,IL,SF,62800,F20Q10000673,N,180,02,Other sellers,"PNC BANK, NA",,,9,,2,N
776,202004,N,203503,13900,000,1,P,77,14,510000,77,3,R,N,FRM,ND,SF,58500,F20Q10000674,C,180,01,Other sellers,Other servicers,,,9,,2,N
748,202004,Y,205003,,000,1,P,57,29,59000,57,3.75,R,N,FRM,NY,SF,14800,F20Q10000675,P,360,02,Other sellers,Other servicers,,,9,,2,N
785,202003,N,203502,20740,000,1,P,54,30,76000,54,2.875,R,N,FRM,WI,CO,54700,F20Q10000676,N,180,01,Other sellers,Other servicers,,,9,,2,N
781,202003,N,203502,,000,1,P,64,20,130000,64,3.375,R,N,FRM,IL,SF,61900,F20Q10000677,C,180,01,Other sellers,Other servicers,,,9,,2,N
705,202003,N,205002,38860,000,1,P,42,30,128000,42,4,R,N,FRM,ME,SF,04100,F20Q10000678,C,360,01,Other sellers,Other servicers,,,9,,2,N
791,202003,N,203502,22020,000,1,P,49,11,103000,49,2.875,R,N,FRM,ND,SF,58100,F20Q10000679,N,180,02,Other sellers,Other servicers,,,9,,2,N
740,202003,Y,205002,39100,30,1,P,95,34,328000,95,3.875,R,N,FRM,NY,SF,10900,F20Q10000680,P,360,02,Other sellers,Other servicers,,,9,,2,N
767,202003,N,205002,38900,000,1,P,64,29,362000,64,3.75,R,N,FRM,OR,SF,97000,F20Q10000681,N,360,03,Other sellers,Other servicers,,,9,,1,N
745,202004,N,203503,37900,000,1,P,53,26,75000,53,3.25,R,N,FRM,IL,SF,61500,F20Q10000682,N,180,01,Other sellers,Other servicers,,,9,,2,N
716,202003,N,205002,,000,1,P,71,41,210000,71,4,R,N,FRM,IL,SF,62900,F20Q10000683,N,360,02,Other sellers,U.S. BANK N.A.,,,9,,2,N
806,202003,N,204002,16984,000,1,P,44,20,62000,44,3.5,R,N,FRM,IL,CO,60400,F20Q10000684,N,240,01,Other sellers,Other servicers,,,9,,2,N
808,202003,N,203502,41180,000,1,P,69,47,100000,69,3,R,N,FRM,IL,SF,62000,F20Q10000685,P,180,02,Other sellers,Other servicers,,,9,,2,N
657,202003,N,203502,28660,000,1,P,75,22,56000,75,4.875,R,N,FRM,TX,SF,76500,F20Q10000686,C,180,01,Other sellers,MATRIX FINANCIAL SERVICES CORPORATION,,,9,,2,N
738,202003,N,204002,49340,000,1,P,80,36,196000,80,3.75,R,N,FRM,CT,SF,06300,F20Q10000687,C,240,01,Other sellers,Other servicers,,,9,,2,N
685,202003,Y,205002,,35,1,P,97,34,162000,97,4.25,R,N,FRM,ME,SF,04500,F20Q10000688,P,360,02,Other sellers,Other servicers,,,9,,2,N
792,202003,N,204002,,000,1,P,52,34,67000,52,3.75,R,N,FRM,IN,MH,46500,F20Q10000689,C,240,02,Other sellers,Other servicers,,,9,,2,N
749,202003,Y,205002,,000,1,P,77,8,350000,77,3.375,R,N,FRM,ME,SF,04800,F20Q10000690,P,360,01,Other sellers,Other servicers,,,9,,2,N
774,202003,N,204002,37900,000,1,P,41,32,117000,41,3.625,R,N,FRM,IL,SF,61500,F20Q10000691,N,240,01,Other sellers,Other servicers,,,9,,2,N
735,202003,N,204002,,000,1,P,80,36,146000,80,4.125,R,N,FRM,IA,SF,51300,F20Q10000692,C,240,02,Other sellers,Other servicers,,,9,,2,N
783,202003,N,205002,17140,000,1,P,76,25,126000,76,3.75,R,N,FRM,OH,SF,45000,F20Q10000693,P,360,01,Other sellers,Other servicers,,,9,,2,N
780,202003,N,203502,20994,000,1,P,34,36,90000,34,3.25,R,N,FRM,IL,PU,60500,F20Q10000694,N,180,02,Other sellers,Other servicers,,,9,,2,N
791,202004,N,203503,19124,000,1,P,70,35,338000,70,3.125,R,N,FRM,TX,PU,75000,F20Q10000695,N,180,02,Other sellers,"PNC BANK, NA",,,9,,2,N
751,202003,N,205002,36980,30,1,P,95,23,147000,95,3.875,R,N,FRM,KY,SF,42300,F20Q10000696,P,360,02,Other sellers,Other servicers,,,9,,2,N
759,202003,N,205002,,25,1,P,90,39,178000,90,3.625,R,N,FRM,NH,SF,03200,F20Q10000697,P,360,02,Other sellers,PHH MORTGAGE CORPORATION,,,9,,2,N
778,202003,N,205002,,000,1,S,41,41,432000,41,3.75,R,N,FRM,ME,SF,04800,F20Q10000698,C,360,02,Other sellers,Other servicers,,,9,,2,N
795,202003,N,203502,22020,000,1,P,58,23,165000,58,2.875,R,N,FRM,ND,SF,58100,F20Q10000699,N,180,02,Other sellers,Other servicers,,,9,,2,N
801,202003,N,205002,,000,1,P,72,29,100000,72,3.875,R,N,FRM,VA,SF,22500,F20Q10000700,P,360,01,Other sellers,Other servicers,,,9,,1,N
781,202003,N,203502,,000,1,P,78,45,92000,78,3.125,R,N,FRM,OK,SF,74000,F20Q10000701,N,180,01,Other sellers,Other servicers,,,9,,2,N
736,202003,N,205002,,000,1,P,73,33,120000,73,3.875,R,N,FRM,IL,SF,61900,F20Q10000702,P,360,02,Other sellers,Other servicers,,,9,,2,N
741,202003,N,205002,34980,000,1,P,80,46,342000,80,4.375,C,N,FRM,TN,PU,37100,F20Q10000703,C,360,02,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
786,202003,N,203502,37900,000,1,P,53,36,100000,53,3.25,R,N,FRM,IL,SF,61500,F20Q10000704,N,180,02,Other sellers,Other servicers,,,9,,2,N
680,202003,N,205002,12060,000,1,P,75,19,288000,75,4.5,R,N,FRM,GA,SF,30200,F20Q10000705,C,360,01,Other sellers,Other servicers,,,9,,2,N
